"date","steps"
"2018-12-26",5443
"2018-12-25",6689
"2018-12-24",2301
"2018-12-23",3966
"2018-12-22",7332
"2018-12-21",8796
"2018-12-20",5075
"2018-12-19",7407
"2018-12-18",7866
"2018-12-17",3132
"2018-12-16",8077
"2018-12-15",9658
"2018-12-14",11994
"2018-12-13",11525
"2018-12-12",8036
"2018-12-11",12121
"2018-12-10",3606
"2018-12-09",5656
"2018-12-08",10879
"2018-12-07",5640
"2018-12-03",40998
"2018-11-26",62693
"2018-11-17",64715
"2018-11-16",11221
"2018-11-15",3051
"2018-11-10",48863
"2018-11-09",9817
"2018-11-08",9349
"2018-11-07",6540
"2018-11-06",8631
"2018-11-05",4008
"2018-11-04",1881
"2018-11-03",3891
"2018-11-02",12351
"2018-11-01",10383
"2018-10-31",9372
"2018-10-30",16768
"2018-10-29",10225
"2018-10-28",14809
"2018-10-27",6755
"2018-10-26",12288
"2018-10-25",10021
"2018-10-24",5033
"2018-10-23",8604
"2018-10-22",13294
"2018-10-21",14960
"2018-10-20",11318
"2018-10-19",10219
"2018-10-18",8049
"2018-10-17",13447
"2018-10-16",5804
"2018-10-14",18142
"2018-10-13",4217
"2018-10-12",8350
"2018-10-11",8173
"2018-10-10",7086
"2018-10-09",9361
"2018-10-08",6988
"2018-10-07",14768
"2018-10-06",18249
"2018-10-05",9035
"2018-10-04",13849
"2018-10-03",8651
"2018-10-02",7842
"2018-10-01",14912
"2018-09-30",2736
"2018-09-29",12510
"2018-09-28",10162
"2018-09-27",16452
"2018-09-26",7629
"2018-09-25",7794
"2018-09-24",6584
"2018-09-23",13743
"2018-09-22",4953
"2018-09-21",12900
"2018-09-20",9136
"2018-09-19",14767
"2018-09-18",15112
"2018-09-17",3825
"2018-09-16",6116
"2018-09-15",4102
"2018-09-14",5575
"2018-09-13",6875
"2018-09-12",15565
"2018-09-11",6523
"2018-09-10",7493
"2018-09-09",6410
"2018-09-08",14377
"2018-09-07",5909
"2018-09-06",6204
"2018-09-05",6045
"2018-09-04",10028
"2018-09-03",9663
"2018-09-02",12113
"2018-09-01",3722
"2018-08-31",16914
"2018-08-30",6151
"2018-08-29",4739
"2018-08-28",8804
"2018-08-27",9158
"2018-08-26",1341
"2018-08-25",8591
"2018-08-24",10502
"2018-08-23",5362
"2018-08-22",6560
"2018-08-21",9802
"2018-08-20",7342
"2018-08-19",7843
"2018-08-18",11336
"2018-08-17",13099
"2018-08-16",6232
"2018-08-15",5890
"2018-08-14",5070
"2018-08-13",7054
"2018-08-12",2790
"2018-08-11",11338
"2018-08-10",14122
"2018-08-09",9355
"2018-08-08",6840
"2018-08-07",3349
"2018-08-06",5339
"2018-08-05",4505
"2018-08-04",18498
"2018-08-03",9670
"2018-08-02",7051
"2018-08-01",5226
"2018-07-31",9411
"2018-07-30",8844
"2018-07-29",8759
"2018-07-28",2425
"2018-07-27",3621
"2018-07-26",6083
"2018-07-25",14483
"2018-07-24",1599
"2018-07-23",9351
"2018-07-22",5351
"2018-07-21",9740
"2018-07-20",5187
"2018-07-19",10089
"2018-07-18",5678
"2018-07-17",8335
"2018-07-16",9487
"2018-07-15",8472
"2018-07-14",8305
"2018-07-13",3804
"2018-07-12",6584
"2018-07-11",4092
"2018-07-10",5992
"2018-07-09",9342
"2018-07-08",4702
"2018-07-07",12269
"2018-07-06",9274
"2018-07-05",7457
"2018-07-04",6858
"2018-07-03",5398
"2018-07-02",10421
"2018-07-01",11025
"2018-06-30",3284
"2018-06-29",5576
"2018-06-28",10090
"2018-06-27",5141
"2018-06-26",1155
"2018-06-25",6672
"2018-06-24",5121
"2018-06-23",7515
"2018-06-22",21226
"2018-06-21",7743
"2018-06-20",4100
"2018-06-19",3095
"2018-06-18",11101
"2018-06-17",6832
"2018-06-16",4379
"2018-06-15",5490
"2018-06-14",6419
"2018-06-13",6863
"2018-06-12",9728
"2018-06-11",12117
"2018-06-10",3742
"2018-06-09",12297
"2018-06-08",15404
"2018-06-07",4068
"2018-06-06",9713
"2018-06-05",4471
"2018-06-04",11240
"2018-06-03",3637
"2018-06-02",5324
"2018-06-01",9277
"2018-05-31",4028
"2018-05-30",8538
"2018-05-29",8362
"2018-05-28",4014
"2018-05-27",20451
"2018-05-26",8656
"2018-05-25",13798
"2018-05-24",8622
"2018-05-23",8383
"2018-05-22",6239
"2018-05-21",10423
"2018-05-20",4108
"2018-05-19",7323
"2018-05-18",18712
"2018-05-17",5841
"2018-05-16",6584
"2018-05-15",6227
"2018-05-14",11833
"2018-05-13",7667
"2018-05-12",13992
"2018-05-11",8667
"2018-05-10",5515
"2018-05-09",8966
"2018-05-08",5595
"2018-05-07",9299
"2018-05-06",2558
"2018-05-05",9788
"2018-05-04",7076
"2018-05-03",10590
"2018-05-02",9895
"2018-05-01",8508
"2018-04-30",7324
"2018-04-29",8557
"2018-04-28",5480
"2018-04-27",9580
"2018-04-26",10383
"2018-04-25",9645
"2018-04-24",6291
"2018-04-23",10735
"2018-04-22",5202
"2018-04-21",8391
"2018-04-20",7974
"2018-04-19",7301
"2018-04-18",8179
"2018-04-17",5108
"2018-04-16",9300
"2018-04-15",7291
"2018-04-14",8866
"2018-04-13",11688
"2018-04-12",7392
"2018-04-11",8934
"2018-04-10",8567
"2018-04-09",15830
"2018-04-08",4705
"2018-04-07",3589
"2018-04-06",13297
"2018-04-05",15563
"2018-04-04",7278
"2018-04-03",9982
"2018-04-02",10119
"2018-04-01",3567
"2018-03-31",12609
"2018-03-30",4476
"2018-03-29",9731
"2018-03-28",4719
"2018-03-27",11382
"2018-03-26",4470
"2018-03-25",2025
"2018-03-24",6298
"2018-03-23",4508
"2018-03-22",11256
"2018-03-21",7039
"2018-03-20",7462
"2018-03-19",9832
"2018-03-18",7910
"2018-03-17",7841
"2018-03-16",10710
"2018-03-15",5742
"2018-03-14",9495
"2018-03-13",5669
"2018-03-12",7840
"2018-03-11",7669
"2018-03-10",7616
"2018-03-09",9067
"2018-03-08",8851
"2018-02-28",9095
"2018-02-27",9058
"2018-02-26",9124
"2018-02-25",7235
"2018-02-24",7867
"2018-02-23",8904
"2018-02-22",9707
"2018-02-21",7180
"2018-02-20",8488
"2018-02-19",9886
"2018-02-18",12782
"2018-02-17",7772
"2018-02-16",10117
"2018-02-15",6408
"2018-02-14",9596
"2018-02-13",8214
"2018-02-12",11168
"2018-02-11",5916
"2018-02-10",9538
"2018-02-09",7629
"2018-02-08",9658
"2018-02-07",8995
"2018-02-06",16445
"2018-02-05",13357
"2018-02-04",19668
"2018-02-03",8840
"2018-02-02",20571
"2018-02-01",10616
"2018-01-31",8529
"2018-01-30",7545
"2018-01-29",5572
"2018-01-28",6870
"2018-01-27",9788
"2018-01-26",9111
"2018-01-25",7386
"2018-01-24",9544
"2018-01-23",11295
"2018-01-22",7219
"2018-01-21",4881
"2018-01-20",11038
"2018-01-19",9724
"2018-01-18",7473
"2018-01-17",11945
"2018-01-16",11871
"2018-01-15",2280
"2018-01-14",13052
"2018-01-13",11076
"2018-01-12",10901
"2018-01-11",9954
"2018-01-10",7432
"2018-01-09",9212
"2018-01-08",13112
"2018-01-07",3237
"2018-01-06",5329
"2018-01-05",6893
"2018-01-04",7424
"2018-01-03",2961
"2018-01-02",9203
"2018-01-01",2894
"2017-12-31",17877
"2017-12-30",8917
"2017-12-29",6899
"2017-12-28",10216
"2017-12-27",3796
"2017-12-26",4499
"2017-12-25",4926
"2017-12-24",9102
"2017-12-23",12193
"2017-12-22",4930
"2017-12-21",7309
"2017-12-20",3766
"2017-12-19",11383
"2017-12-18",10636
"2017-12-17",5096
"2017-12-16",6094
"2017-12-15",10589
"2017-12-14",10717
"2017-12-13",19110
"2017-12-12",5555
"2017-12-11",10777
"2017-12-10",9233
"2017-12-09",6916
"2017-12-08",8663
"2017-12-07",9121
"2017-12-06",8733
"2017-12-05",5915
"2017-12-04",11627
"2017-12-03",12189
"2017-12-02",9841
"2017-12-01",7963
"2017-11-30",6666
"2017-11-29",9690
"2017-11-28",9480
"2017-11-27",6984
"2017-11-26",8946
"2017-11-25",5252
"2017-11-24",11842
"2017-11-23",6094
"2017-11-22",8449
"2017-11-21",9237
"2017-11-20",10700
"2017-11-19",5199
"2017-11-18",6304
"2017-11-17",8555
"2017-11-16",5880
"2017-11-15",14474
"2017-11-14",3974
"2017-11-13",6805
"2017-11-12",6856
"2017-11-11",4983
"2017-11-10",8038
"2017-11-09",6816
"2017-11-08",6421
"2017-11-07",9024
"2017-11-06",8758
"2017-11-05",12194
"2017-11-04",14182
"2017-11-03",7518
"2017-11-02",5775
"2017-11-01",6534
"2017-10-31",8333
"2017-10-30",5876
"2017-10-29",10312
"2017-10-28",3594
"2017-10-27",12076
"2017-10-26",8309
"2017-10-25",6561
"2017-10-24",6140
"2017-10-23",10213
"2017-10-22",3551
"2017-10-21",6745
"2017-10-20",13732
"2017-10-19",7245
"2017-10-18",7688
"2017-10-17",5920
"2017-10-16",11808
"2017-10-15",16889
"2017-10-14",10041
"2017-10-13",6521
"2017-10-12",4118
"2017-10-11",9682
"2017-10-10",8869
"2017-10-09",6548
"2017-10-08",3391
"2017-10-07",9998
"2017-10-06",5939
"2017-10-05",3620
"2017-10-04",5771
"2017-10-03",9257
"2017-10-02",9796
"2017-10-01",7941
"2017-09-30",9178
"2017-09-29",10028
"2017-09-28",7699
"2017-09-27",6183
"2017-09-26",12195
"2017-09-25",10248
"2017-09-24",11636
"2017-09-23",7534
"2017-09-22",5512
"2017-09-21",11850
"2017-09-20",8521
"2017-09-19",6921
"2017-09-18",9878
"2017-09-17",6485
"2017-09-16",9719
"2017-09-15",10756
"2017-09-14",3381
"2017-09-13",6495
"2017-09-12",6976
"2017-09-11",8003
"2017-09-10",8076
"2017-09-09",16070
"2017-09-08",7022
"2017-09-07",11076
"2017-09-06",3520
"2017-09-05",9428
"2017-09-04",6668
"2017-09-03",5243
"2017-09-02",6717
"2017-09-01",14783
"2017-08-31",6682
"2017-08-30",7406
"2017-08-29",11174
"2017-08-28",7372
"2017-08-27",10472
"2017-08-26",4453
"2017-08-25",7776
"2017-08-24",3958
"2017-08-23",7270
"2017-08-22",8076
"2017-08-21",6438
"2017-08-20",15890
"2017-08-19",15285
"2017-08-18",9311
"2017-08-17",6984
"2017-08-16",7375
"2017-08-15",9844
"2017-08-14",9289
"2017-08-13",3588
"2017-08-12",7113
"2017-08-11",10757
"2017-08-10",10901
"2017-08-09",7157
"2017-08-08",5368
"2017-08-07",8439
"2017-08-06",10513
"2017-08-05",4481
"2017-08-04",9563
"2017-08-03",9283
"2017-08-02",4001
"2017-08-01",9538
"2017-07-31",7523
"2017-07-30",8821
"2017-07-29",2068
"2017-07-28",7129
"2017-07-27",17119
"2017-07-26",9379
"2017-07-25",11264
"2017-07-24",9799
"2017-07-23",4022
"2017-07-22",8345
"2017-07-21",10516
"2017-07-20",8185
"2017-07-19",6139
"2017-07-18",6481
"2017-07-17",11498
"2017-07-16",7866
"2017-07-15",10369
"2017-07-14",4441
"2017-07-13",5581
"2017-07-12",7261
"2017-07-11",5574
"2017-07-10",6075
"2017-07-09",6072
"2017-07-08",3754
"2017-07-07",2668
"2017-07-06",8554
"2017-07-05",8920
"2017-07-04",8463
"2017-07-03",8785
"2017-07-02",6137
"2017-07-01",18918
"2017-06-30",19866
"2017-06-29",9431
"2017-06-28",5537
"2017-06-27",9413
"2017-06-26",11865
"2017-06-25",9792
"2017-06-24",6229
"2017-06-23",15053
"2017-06-22",5444
"2017-06-21",4141
"2017-06-20",11806
"2017-06-19",6877
"2017-06-18",6875
"2017-06-17",4945
"2017-06-16",3369
"2017-06-15",3541
"2017-06-14",2646
"2017-06-13",7800
"2017-06-12",4091
"2017-06-11",6862
"2017-06-10",4169
"2017-06-09",8979
"2017-06-08",2859
"2017-06-07",7227
"2017-06-06",11522
"2017-06-05",9589
"2017-06-04",5868
"2017-06-03",3814
"2017-06-02",8878
"2017-06-01",7241
"2017-05-31",9596
"2017-05-30",9166
"2017-05-29",4638
"2017-05-28",4439
"2017-05-27",9165
"2017-05-26",14559
"2017-05-25",6044
"2017-05-24",9467
"2017-05-23",5991
"2017-05-22",9981
"2017-05-21",5867
"2017-05-20",8954
"2017-05-19",14209
"2017-05-18",10818
"2017-05-17",8164
"2017-05-16",9340
"2017-05-15",280
"2017-05-14",11611
"2017-05-13",8405
"2017-05-12",6878
"2017-05-11",9091
"2017-05-10",5690
"2017-05-09",11704
"2017-05-08",10809
"2017-05-07",8722
"2017-05-06",8473
"2017-05-05",12158
"2017-05-04",7301
"2017-05-03",13499
"2017-05-02",3977
"2017-05-01",8791
"2017-04-30",6101
"2017-04-29",6560
"2017-04-28",9458
"2017-04-27",11518
"2017-04-26",15286
"2017-04-25",6028
"2017-04-24",8471
"2017-04-23",5722
"2017-04-22",6897
"2017-04-21",12255
"2017-04-20",8123
"2017-04-19",5942
"2017-04-18",11452
"2017-04-17",6385
"2017-04-16",10852
"2017-04-15",5961
"2017-04-14",4173
"2017-04-13",7965
"2017-04-12",5531
"2017-04-11",6121
"2017-04-10",10671
"2017-04-09",9977
"2017-04-08",5771
"2017-04-07",13095
"2017-04-06",12289
"2017-04-05",14772
"2017-04-04",7875
"2017-04-03",16427
"2017-04-02",8064
"2017-04-01",7600
"2017-03-31",9987
"2017-03-30",2761
"2017-03-29",11253
"2017-03-28",8218
"2017-03-27",2745
"2017-03-26",9315
"2017-03-25",13341
"2017-03-24",5572
"2017-03-23",11776
"2017-03-22",10965
"2017-03-21",8514
"2017-03-20",8018
"2017-03-19",9209
"2017-03-18",8718
"2017-03-17",6802
"2017-03-16",6283
"2017-03-15",7864
"2017-03-14",7110
"2017-03-13",7054
"2017-03-12",6652
"2017-03-11",10592
"2017-03-10",15198
"2017-03-09",6091
"2017-03-08",6054
"2017-03-07",6354
"2017-03-06",8480
"2017-03-05",9452
"2017-03-04",6036
"2017-03-03",10577
"2017-03-02",7861
"2017-03-01",7712
"2017-02-28",5641
"2017-02-27",12876
"2017-02-26",9207
"2017-02-25",6271
"2017-02-24",8455
"2017-02-23",6614
"2017-02-22",7993
"2017-02-21",6585
"2017-02-20",7688
"2017-02-19",8774
"2017-02-18",10976
"2017-02-17",11891
"2017-02-16",7198
"2017-02-15",7471
"2017-02-14",5263
"2017-02-13",7983
"2017-02-12",11000
"2017-02-11",9480
"2017-02-10",8241
"2017-02-09",5783
"2017-02-08",8065
"2017-02-07",8199
"2017-02-06",13927
"2017-02-05",5179
"2017-02-04",9550
"2017-02-03",9373
"2017-02-02",7028
"2017-02-01",6197
"2017-01-31",10748
"2017-01-30",9644
"2017-01-29",5767
"2017-01-28",6588
"2017-01-27",8081
"2017-01-26",8150
"2017-01-25",8638
"2017-01-24",9234
"2017-01-23",5829
"2017-01-22",6280
"2017-01-21",9627
"2017-01-20",6928
"2017-01-19",7387
"2017-01-18",8117
"2017-01-17",11944
"2017-01-16",7259
"2017-01-15",10000
"2017-01-14",7743
"2017-01-13",9184
"2017-01-12",6390
"2017-01-11",12935
"2017-01-10",6538
"2017-01-09",6507
"2017-01-08",9001
"2017-01-07",6609
"2017-01-06",10876
"2017-01-05",8348
"2017-01-04",6651
"2017-01-03",3635
"2017-01-02",12076
"2017-01-01",9423
"2016-12-31",7954
"2016-12-30",5011
"2016-12-29",5292
"2016-12-28",11692
"2016-12-27",6509
"2016-12-26",9197
"2016-12-25",1582
"2016-12-24",3965
"2016-12-23",14330
"2016-12-22",9914
"2016-12-21",4979
"2016-12-20",8021
"2016-12-19",4035
"2016-12-18",6483
"2016-12-17",8968
"2016-12-16",4414
"2016-12-15",3781
"2016-12-14",2546
"2016-12-13",6674
"2016-12-12",3762
"2016-12-11",3642
"2016-12-10",10211
"2016-12-09",3863
"2016-12-08",12370
"2016-12-07",11551
"2016-12-06",8409
"2016-12-05",8690
"2016-12-04",4741
"2016-12-03",4392
"2016-12-02",9253
"2016-12-01",10454
"2016-11-30",9095
"2016-11-29",11697
"2016-11-28",6666
"2016-11-27",3423
"2016-11-26",6703
"2016-11-25",13753
"2016-11-24",3498
"2016-11-23",8708
"2016-11-22",12194
"2016-11-21",5868
"2016-11-20",6312
"2016-11-19",12261
"2016-11-18",7759
"2016-11-17",7192
"2016-11-16",7113
"2016-11-15",11248
"2016-11-14",9912
"2016-11-13",6313
"2016-11-12",7272
"2016-11-11",11085
"2016-11-10",11535
"2016-11-09",7992
"2016-11-08",10932
"2016-11-07",8650
"2016-11-06",12553
"2016-11-05",5487
"2016-11-04",10593
"2016-11-03",6335
"2016-11-02",6172
"2016-11-01",9134
"2016-10-31",9462
"2016-10-30",6358
"2016-10-29",10611
"2016-10-28",10015
"2016-10-27",10927
"2016-10-26",6027
"2016-10-25",11501
"2016-10-24",11864
"2016-10-23",6727
"2016-10-22",23286
"2016-10-21",6468
"2016-10-20",6611
"2016-10-19",8929
"2016-10-18",12212
"2016-10-17",6843
"2016-10-16",7126
"2016-10-15",11114
"2016-10-14",14636
"2016-10-13",11623
"2016-10-12",7551
"2016-10-11",9400
"2016-10-10",9479
"2016-10-09",4495
"2016-10-08",12920
"2016-10-07",12482
"2016-10-06",8780
"2016-10-05",7505
"2016-10-04",6808
"2016-10-03",6655
"2016-10-02",7990
"2016-10-01",7444
"2016-09-30",17465
"2016-09-29",8827
"2016-09-28",9230
"2016-09-27",8385
"2016-09-26",9552
"2016-09-25",14122
"2016-09-24",9252
"2016-09-23",5665
"2016-09-22",11878
"2016-09-21",6735
"2016-09-20",12493
"2016-09-19",13380
"2016-09-18",8378
"2016-09-17",11785
"2016-09-16",6783
"2016-09-15",5671
"2016-09-14",8933
"2016-09-13",5854
"2016-09-12",9406
"2016-09-11",1981
"2016-09-10",8371
"2016-09-09",9578
"2016-09-08",6306
"2016-09-07",3802
"2016-09-06",11908
"2016-09-05",9688
"2016-09-04",7520
"2016-09-03",5501
"2016-09-02",7791
"2016-09-01",9912
"2016-08-31",10255
"2016-08-30",9398
"2016-08-29",6188
"2016-08-28",8564
"2016-08-27",9393
"2016-08-26",13782
"2016-08-25",5765
"2016-08-24",11008
"2016-08-23",6783
"2016-08-22",7935
"2016-08-21",5966
"2016-08-20",7260
"2016-08-19",9143
"2016-08-18",6133
"2016-08-17",14194
"2016-08-16",36039
"2016-08-15",18291
"2016-08-14",9478
"2016-08-13",16713
"2016-08-12",6225
"2016-08-11",7892
"2016-08-10",8035
"2016-08-09",8795
"2016-08-08",11599
"2016-08-07",6323
"2016-08-06",5133
"2016-08-05",9792
"2016-08-04",11009
"2016-08-03",5384
"2016-08-02",6494
"2016-08-01",9049
"2016-07-31",3746
"2016-07-30",2236
"2016-07-29",5361
"2016-07-28",12386
"2016-07-27",7923
"2016-07-26",6740
"2016-07-25",15357
"2016-07-24",13287
"2016-07-23",7618
"2016-07-22",9626
"2016-07-21",13167
"2016-07-20",9296
"2016-07-19",6660
"2016-07-18",6953
"2016-07-17",10463
"2016-07-16",14991
"2016-07-15",12065
"2016-07-14",12900
"2016-07-13",7140
"2016-07-12",15044
"2016-07-11",10046
"2016-07-10",6089
"2016-07-09",10699
"2016-07-08",18340
"2016-07-07",9812
"2016-07-06",12702
"2016-07-05",13800
"2016-07-04",12742
"2016-07-03",7554
"2016-07-02",15433
"2016-07-01",6242
"2016-06-30",12710
"2016-06-29",5916
"2016-06-28",13213
"2016-06-27",7221
"2016-06-26",12554
"2016-06-25",8809
"2016-06-24",7432
"2016-06-23",7117
"2016-06-22",7907
"2016-06-21",6863
"2016-06-20",10250
"2016-06-19",9221
"2016-06-18",12754
"2016-06-17",23964
"2016-06-16",11681
"2016-06-15",12519
"2016-06-14",19864
"2016-06-13",17691
"2016-06-12",14325
"2016-06-11",11414
"2016-06-10",10600
"2016-06-09",9108
"2016-06-08",4180
"2016-06-07",12715
"2016-06-06",8913
"2016-06-05",8791
"2016-06-04",13500
"2016-06-03",9958
"2016-06-02",7445
"2016-06-01",7457
"2016-05-31",4949
"2016-05-30",13335
"2016-05-29",7077
"2016-05-28",12584
"2016-05-27",22104
"2016-05-26",7454
"2016-05-25",10529
"2016-05-24",13042
"2016-05-23",13025
"2016-05-22",11150
"2016-05-21",4940
"2016-05-20",4845
"2016-05-19",5950
"2016-05-18",10081
"2016-05-17",7113
"2016-05-16",8695
"2016-05-15",3731
"2016-05-14",6560
"2016-05-13",7237
"2016-05-12",6461
"2016-05-11",6250
"2016-05-10",6038
"2016-05-09",9284
"2016-05-08",12586
"2016-05-07",7559
"2016-05-06",9858
"2016-05-05",7949
"2016-05-04",8084
"2016-05-03",15319
"2016-05-02",9813
"2016-05-01",5965
"2016-04-30",11168
"2016-04-29",9854
"2016-04-28",6007
"2016-04-27",6921
"2016-04-26",5522
"2016-04-25",9852
"2016-04-24",2041
"2016-04-23",13536
"2016-04-22",12550
"2016-04-21",10302
"2016-04-20",10595
"2016-04-19",10703
"2016-04-18",7660
"2016-04-17",4145
"2016-04-16",9435
"2016-04-15",8009
"2016-04-14",7600
"2016-04-13",4414
"2016-04-12",7069
"2016-04-11",7234
"2016-04-10",7786
"2016-04-09",5107
"2016-04-08",15969
"2016-04-07",6132
"2016-04-06",8434
"2016-04-05",6435
"2016-04-04",8801
"2016-04-03",7351
"2016-04-02",25120
"2016-04-01",8685
"2016-03-31",10974
"2016-03-30",5726
"2016-03-29",16437
"2016-03-28",8256
"2016-03-27",10460
"2016-03-26",15968
"2016-03-25",12235
"2016-03-24",8187
"2016-03-23",8787
"2016-03-22",22839
"2016-03-21",12418
"2016-03-20",16072
"2016-03-19",12989
"2016-03-18",10711
"2016-03-17",15476
"2016-03-16",8059
"2016-03-15",7182
"2016-03-14",9316
"2016-03-13",8117
"2016-03-12",6803
"2016-03-11",7964
"2016-03-10",5090
"2016-03-09",11183
"2016-03-08",5477
"2016-03-07",9369
"2016-03-06",10881
"2016-03-05",4906
"2016-03-04",7391
"2016-03-03",10880
"2016-03-02",7204
"2016-03-01",6834
"2016-02-29",6205
"2016-02-28",1407
"2016-02-27",7486
"2016-02-26",5320
"2016-02-25",7058
"2016-02-24",14220
"2016-02-23",6767
"2016-02-22",14106
"2016-02-21",6242
"2016-02-20",8704
"2016-02-19",8542
"2016-02-18",5454
"2016-02-17",10940
"2016-02-16",6978
"2016-02-15",7733
"2016-02-14",4638
"2016-02-13",12994
"2016-02-12",14180
"2016-02-11",7292
"2016-02-10",4933
"2016-02-09",12868
"2016-02-08",12320
"2016-02-07",7013
"2016-02-06",9153
"2016-02-05",7159
"2016-02-04",8550
"2016-02-03",6283
"2016-02-02",10474
"2016-02-01",9229
"2016-01-31",9913
"2016-01-30",14020
"2016-01-29",13264
"2016-01-28",6402
"2016-01-27",6747
"2016-01-26",6525
"2016-01-25",7445
"2016-01-24",4325
"2016-01-23",5609
"2016-01-22",12155
"2016-01-21",4838
"2016-01-20",6630
"2016-01-19",7047
"2016-01-18",7109
"2016-01-17",2588
"2016-01-16",18583
"2016-01-15",7276
"2016-01-14",6213
"2016-01-13",6556
"2016-01-12",6404
"2016-01-11",7185
"2016-01-10",16655
"2016-01-09",1289
"2016-01-08",5866
"2016-01-07",5857
"2016-01-06",8863
"2016-01-05",6018
